customerID,Evasao,Genero,Idoso,customer.Partner,customer.Dependents,Meses_como_cliente,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,Faturamento_Mensal,Faturamento_Total,Contas_Diarias
1658-TJVOA,,Female,1,,,6,,,Fiber optic,Yes,No,No,No,No,No,Month-to-month,,Electronic check,74.1,450.9,2.4699999999999998
1658-XUHBX,,Female,1,,,59,,,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,,Credit card (automatic),88.75,5348.65,2.9583333333333335
1660-HSOOQ,,Male,0,,,1,,,DSL,No,No,Yes,No,No,No,Month-to-month,,Mailed check,49.65,49.65,1.655
1661-CZBAU,,Male,0,,,48,,,DSL,Yes,No,No,Yes,No,Yes,One year,,Bank transfer (automatic),70.95,3629.2,2.365
1663-MHLHE,,Male,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.2,19.2,0.64
1666-JXLKU,,Female,0,,,37,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,100.05,3810.55,3.335
1666-JZPZT,,Male,0,,,27,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,49.0,1291.35,1.6333333333333333
1670-SVOWZ,,Female,0,,,14,,,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,,Credit card (automatic),89.65,1208.35,2.9883333333333337
1676-BZZYV,,Male,0,,,55,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,19.5,1026.35,0.65
1676-MQAOA,,Male,0,,,72,,,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,,Bank transfer (automatic),75.1,5336.35,2.503333333333333
1678-FYZOW,,Female,0,,,3,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,79.4,244.65,2.646666666666667
1679-JRFBR,,Female,0,,,70,,,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,,Credit card (automatic),108.15,7930.55,3.605
1680-VDCWW,,Male,0,,,12,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),19.8,202.25,0.66
1682-VCOIO,,Male,0,,,23,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,20.45,481.1,0.6816666666666666
1684-FLBGS,,Female,0,,,23,,,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,,Credit card (automatic),69.5,1652.1,2.316666666666667
1685-BQULA,,Female,0,,,40,,,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,,Bank transfer (automatic),93.4,3756.4,3.1133333333333337
1685-VAYJF,,Male,0,,,11,,,DSL,No,No,No,No,No,No,Month-to-month,,Credit card (automatic),45.2,492,1.5066666666666668
1686-STUHN,,Male,0,,,42,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),19.8,849.9,0.66
1689-MRZQR,,Male,0,,,34,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,78.3,2564.3,2.61
1689-YQBYY,,Female,0,,,12,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,76.6,893,2.5533333333333332
1696-HXOWK,,Female,0,,,71,,,Fiber optic,Yes,Yes,No,No,Yes,No,One year,,Mailed check,95.65,6856.95,3.1883333333333335
1696-MZVAU,,Male,0,,,39,,,DSL,No,No,No,No,No,No,One year,,Credit card (automatic),25.25,947.75,0.8416666666666667
1697-BCSHV,,Female,0,,,58,,,DSL,No,Yes,No,No,Yes,No,Month-to-month,,Bank transfer (automatic),66.8,3970.4,2.2266666666666666
1697-LYYYX,,Female,0,,,61,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Credit card (automatic),19.1,1143.8,0.6366666666666667
1697-NVVGY,,Male,1,,,19,,,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,,Bank transfer (automatic),66.4,1286.05,2.2133333333333334
1698-XFZCI,,Male,0,,,61,,,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,,Electronic check,107.75,6521.9,3.591666666666667
1699-HPSBG,,Male,0,,,12,,,DSL,No,No,No,Yes,Yes,No,One year,,Electronic check,59.8,727.8,1.9933333333333332
1699-TLDLZ,,Female,0,,,16,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.7,301.55,0.6566666666666666
1699-UOTXU,,Male,0,,,60,,,DSL,Yes,Yes,Yes,No,No,No,Two year,,Electronic check,61.4,3638.25,2.0466666666666664
1702-CCFNJ,,Male,0,,,52,,,DSL,No,Yes,No,Yes,No,No,Month-to-month,,Bank transfer (automatic),61.35,3169.55,2.045
1703-MGIAB,,Female,0,,,17,,,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,,Mailed check,69.0,1108,2.3
1704-NRWYE,,Female,1,,,9,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,80.85,751.65,2.695
1705-GUHPV,,Female,0,,,63,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,24.2,1618.2,0.8066666666666666
1707-HABPF,,Female,1,,,46,,,Fiber optic,No,Yes,Yes,No,Yes,No,One year,,Bank transfer (automatic),91.3,4126.35,3.0433333333333334
1708-PBBOA,,Female,0,,,42,,,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,,Electronic check,54.75,2348.45,1.825
1709-EJDOX,,Female,0,,,47,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,19.75,948.9,0.6583333333333333
1710-RCXUS,,Male,0,,,51,,,Fiber optic,No,Yes,No,No,No,Yes,One year,,Credit card (automatic),90.35,4614.55,3.0116666666666663
1716-LSAMB,,Male,0,,,45,,,DSL,Yes,No,No,Yes,No,No,Two year,,Bank transfer (automatic),54.65,2553.7,1.8216666666666665
1722-LDZJS,,Male,0,,,53,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Credit card (automatic),20.2,1068.15,0.6733333333333333
1723-HKXJQ,,Male,0,,,42,,,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,,Electronic check,101.75,4273.45,3.3916666666666666
1724-BQUHA,,Male,1,,,5,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Electronic check,89.5,477.7,2.9833333333333334
1724-IQWNM,,Male,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.3,19.3,0.6433333333333333
1725-IQNIY,,Male,0,,,54,,,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),109.75,6110.2,3.658333333333333
1725-MIMXW,,Male,0,,,1,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.45,19.45,0.6483333333333333
1728-BQDMA,,Female,0,,,2,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,44.45,82.7,1.4816666666666667
1728-CXQBE,,Male,1,,,64,,,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,,Electronic check,94.25,6081.4,3.1416666666666666
1729-VLAZJ,,Female,0,,,10,,,DSL,Yes,Yes,No,Yes,No,No,One year,,Mailed check,40.25,411.45,1.3416666666666666
1730-VFMWO,,Female,0,,,34,,,DSL,No,No,No,Yes,No,No,Month-to-month,,Bank transfer (automatic),50.2,1815.3,1.6733333333333333
1730-ZMAME,,Female,1,,,32,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Electronic check,79.5,2665,2.65
1731-TVIUK,,Female,0,,,4,,,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,,Electronic check,93.5,362.2,3.1166666666666667
1732-FEKLD,,Female,0,,,54,,,Fiber optic,No,Yes,Yes,No,Yes,No,One year,,Bank transfer (automatic),94.75,5121.75,3.158333333333333
1732-VHUBQ,,Female,1,,,47,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Bank transfer (automatic),70.55,3309.25,2.3516666666666666
1734-ZMNTZ,,Female,0,,,11,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,25.0,300.7,0.8333333333333334
1735-XMJVH,,Male,0,,,8,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.35,152.6,0.645
1736-FCXMC,,Male,0,,,56,,,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,,Electronic check,94.45,5124.6,3.1483333333333334
1740-CSDJP,,Male,0,,,1,,,DSL,No,No,No,No,No,Yes,Month-to-month,,Bank transfer (automatic),35.25,35.25,1.175
1741-WTPON,,Male,0,,,56,,,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Mailed check,115.85,6567.9,3.8616666666666664
1744-JHKYS,,Female,0,,,34,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Electronic check,24.7,780.2,0.8233333333333334
1746-TGTWV,,Male,0,,,1,,,Fiber optic,No,No,Yes,No,No,No,Month-to-month,,Credit card (automatic),75.35,75.35,2.5116666666666663
1750-CSKKM,,Male,0,,,9,,,DSL,No,No,No,No,Yes,No,Month-to-month,,Electronic check,55.35,449.75,1.845
1751-NCDLI,,Male,1,,,46,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,98.85,4564.9,3.295
1752-OZXFY,,Male,0,,,60,,,DSL,Yes,No,No,No,Yes,No,One year,,Mailed check,59.8,3561.15,1.9933333333333332
1754-GKYPY,,Male,1,,,22,,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),89.75,1938.9,2.9916666666666667
1755-FZQEC,,Male,0,,,39,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,19.9,791.15,0.6633333333333333
1755-RMCXH,,Male,0,,,2,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.3,40.25,0.6766666666666666
1757-TCATG,,Male,0,,,35,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),20.05,746.75,0.6683333333333333
1760-CAZHT,,Male,0,,,25,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.8,460.2,0.6933333333333334
1761-AEZZR,,Male,0,,,1,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Electronic check,79.55,79.55,2.6516666666666664
1763-KUAAW,,Female,1,,,18,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),20.35,369.6,0.6783333333333333
1763-WQFUK,,Male,0,,,3,,,DSL,No,No,No,Yes,No,No,Month-to-month,,Mailed check,50.5,147.75,1.6833333333333333
1764-VUUMT,,Male,0,,,66,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),19.95,1269.1,0.6649999999999999
1766-GKNMI,,Male,0,,,29,,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,,Electronic check,84.9,2516.2,2.83
1766-UMRDB,,Male,1,,,34,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Credit card (automatic),69.15,2275.1,2.305
1767-CJKBA,,Male,0,,,66,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,25.1,1697.7,0.8366666666666667
1767-TGTKO,,Female,0,,,8,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,45.45,411.75,1.5150000000000001
1768-HNVGJ,,Female,1,,,45,,,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,,Electronic check,70.05,3062.45,2.335
1768-ZAIFU,,Female,1,,,1,,,DSL,No,No,No,No,No,No,Month-to-month,,Electronic check,25.2,25.2,0.84
1769-GRUIK,,Female,0,,,18,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,71.1,1247.75,2.3699999999999997
1771-OADNZ,,Male,1,,,29,,,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,,Electronic check,95.9,2745.2,3.1966666666666668
1775-KWJKQ,,Male,0,,,72,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),89.85,6562.9,2.9949999999999997
1776-SPBWV,,Female,0,,,34,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),20.1,682.1,0.67
1777-JYQPJ,,Male,0,,,2,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,24.3,38.45,0.81
1779-PWPMG,,Female,1,,,72,,,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),114.65,8333.95,3.8216666666666668
1784-BXEFA,,Female,0,,,10,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.55,187.35,0.685
1784-EZDKJ,,Male,0,,,51,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,,Bank transfer (automatic),106.8,5498.8,3.56
1785-BPHTP,,Male,0,,,28,,,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,,Electronic check,85.45,2289.9,2.8483333333333336
1790-NESIO,,Female,0,,,13,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,20.4,261.3,0.6799999999999999
1791-PQHBB,,Female,0,,,2,,,DSL,Yes,No,No,No,No,Yes,Month-to-month,,Credit card (automatic),61.2,125.95,2.04
1792-UXAFY,,Female,1,,,17,,,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,,Electronic check,89.15,1496.9,2.9716666666666667
1794-HBQTJ,,Female,0,,,1,,,DSL,Yes,No,No,No,No,No,Month-to-month,,Credit card (automatic),48.6,48.6,1.62
1794-SWWKL,,Male,0,,,15,,,DSL,No,No,Yes,Yes,No,No,Month-to-month,,Bank transfer (automatic),59.65,867.1,1.9883333333333333
1796-JANOW,,Female,0,,,2,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,19.95,38.15,0.6649999999999999
1803-BGNBD,,Female,0,,,12,,,DSL,No,Yes,No,Yes,No,No,Month-to-month,,Electronic check,54.3,654.5,1.8099999999999998
1809-DMJHQ,,Female,0,,,5,,,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,46.0,221.7,1.5333333333333334
1810-BOHSY,,Male,0,,,51,,,Fiber optic,Yes,Yes,No,No,No,Yes,One year,,Credit card (automatic),96.4,4911.05,3.2133333333333334
1810-MVMAI,,Male,0,,,30,,,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,,Electronic check,67.6,2000.2,2.253333333333333
1813-JLKWR,,Female,0,,,64,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Bank transfer (automatic),19.8,1336.65,0.66
1813-JYWTO,,Female,0,,,72,,,Fiber optic,Yes,No,No,No,No,No,Two year,,Bank transfer (automatic),80.45,5737.6,2.6816666666666666
1814-DKOLC,,Female,0,,,5,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,25.45,134.75,0.8483333333333333
1814-WFGVS,,Male,0,,,72,,,DSL,Yes,No,Yes,Yes,Yes,No,Two year,,Mailed check,48.9,3527,1.63
1816-FLZDK,,Male,0,,,1,,,DSL,No,No,No,Yes,No,No,Month-to-month,,Mailed check,29.15,29.15,0.9716666666666666
1818-ESQMW,,Female,0,,,27,,,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,,Electronic check,89.2,2383.6,2.9733333333333336
1820-DJFPH,,Female,0,,,72,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),24.05,1709.15,0.8016666666666666
1820-TQVEV,,Male,0,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,69.55,69.55,2.3183333333333334
1821-BUCWY,,Male,0,,,30,,,DSL,Yes,No,Yes,No,No,No,Two year,,Mailed check,55.65,1653.85,1.855
1830-GGFNM,,Male,0,,,65,,,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,,Credit card (automatic),94.55,6078.75,3.1516666666666664
1830-IPXVJ,,Female,0,,,61,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),19.75,1311.6,0.6583333333333333
1832-PEUTS,,Male,0,,,62,,,Fiber optic,No,No,Yes,No,Yes,No,Two year,,Credit card (automatic),89.1,5411.65,2.9699999999999998
1833-TCXKK,,Male,0,,,45,,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,,Bank transfer (automatic),107.75,4882.8,3.591666666666667
1833-VGRUM,,Female,1,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,74.2,74.2,2.4733333333333336
1834-ABKHQ,,Female,0,,,52,,,DSL,No,No,Yes,No,No,No,One year,,Bank transfer (automatic),50.95,2610.65,1.6983333333333335
1834-WULEG,,Male,0,,,24,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Mailed check,20.25,439.75,0.675
1837-YQUCE,,Female,0,,,70,,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),58.35,4214.25,1.945
1839-FBNFR,,Female,0,,,39,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),19.85,854.8,0.6616666666666667
1839-UMACK,,Male,0,,,42,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,,Electronic check,25.05,949.85,0.8350000000000001
1840-BIUOG,,Male,0,,,20,,,DSL,No,Yes,No,Yes,Yes,No,One year,,Electronic check,68.7,1416.2,2.29
1841-YSJGV,,Male,0,,,72,,,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,,Credit card (automatic),109.95,7852.4,3.665
1842-EZJMK,,Male,0,,,50,,,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,,Electronic check,103.7,5071.05,3.4566666666666666
1843-TLSGD,,Female,0,,,13,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,20.85,272.35,0.6950000000000001
1845-CSBRZ,,Female,1,,,22,,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,,Bank transfer (automatic),85.35,1961.6,2.8449999999999998
1845-ZLLIG,,Male,0,,,1,,,DSL,No,Yes,No,No,No,No,Month-to-month,,Mailed check,50.15,50.15,1.6716666666666666
1846-XWOQN,,Female,1,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.15,70.15,2.3383333333333334
1848-LBZHY,,Female,0,,,7,,,DSL,Yes,No,No,No,No,No,Month-to-month,,Bank transfer (automatic),50.3,355.1,1.6766666666666665
1849-RJYIG,,Female,0,,,8,,,DSL,Yes,No,No,No,Yes,No,Month-to-month,,Electronic check,60.0,487.75,2.0
1850-AKQEP,,Male,0,,,8,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.35,178.7,0.6783333333333333
1852-QSWCD,,Male,0,,,64,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Mailed check,24.8,1514.85,0.8266666666666667
1852-XEMDW,,Male,0,,,22,,,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,,Mailed check,65.05,1427.55,2.1683333333333334
1853-ARAAQ,,Female,0,,,26,,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,,Credit card (automatic),50.35,1277.5,1.6783333333333335
1853-UDXBW,,Male,0,,,1,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,70.0,70,2.3333333333333335
1855-AGAWH,,Male,0,,,31,,,Fiber optic,No,No,Yes,No,Yes,Yes,One year,,Electronic check,93.8,2939.8,3.1266666666666665
1855-CFULU,,Female,1,,,4,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Mailed check,20.05,91.45,0.6683333333333333
1862-QRWPE,,Female,0,,,48,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),20.65,1057,0.6883333333333332
1862-SKORY,,Female,1,,,40,,,DSL,No,Yes,No,No,Yes,No,Month-to-month,,Electronic check,39.3,1637.4,1.3099999999999998
1866-DIOQZ,,Female,0,,,71,,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,,Bank transfer (automatic),66.8,4689.15,2.2266666666666666
1866-NXPSP,,Female,0,,,36,,,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,,Mailed check,75.55,2680.15,2.518333333333333
1866-OBPNR,,Male,0,,,1,,,Fiber optic,No,Yes,No,No,No,No,Month-to-month,,Credit card (automatic),74.6,74.6,2.4866666666666664
1866-RZZQS,,Male,1,,,41,,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,Electronic check,98.4,4187.75,3.2800000000000002
1866-ZSLJM,,Male,0,,,21,,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,Credit card (automatic),20.5,402.85,0.6833333333333333
1867-BDVFH,,Male,0,,,11,,,Fiber optic,No,No,No,No,No,No,Month-to-month,,Electronic check,74.35,834.2,2.478333333333333
1867-RAWZK,,Male,0,,,19,,,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,,Electronic check,103.3,2012.7,3.4433333333333334
1867-TJHTS,,Female,0,,,58,,,Fiber optic,Yes,No,No,No,No,No,Month-to-month,,Bank transfer (automatic),79.8,4526.85,2.6599999999999997
1871-MOWRM,,Male,0,,,12,,,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,,Bank transfer (automatic),80.85,866.45,2.695
